cluster_id,cluster_label,id,title,description_snippet,sim,confidence,videoCount
c12,Cut / Pro / Final,UC-Qy-4esLdXmO1F6k5kz0Qg,Ripple Training,"Founded in 2002, Ripple Training Inc. is an online digital training and content distribution company specializing in software training products and plug-ins for post production professionals. Ripple Training was founded by editor and producer Steve Martin who has over 20 years of experience as an editor, educator, and producer.  We have a passion to help you be creatively successful! Trained over 100,000 students: Whether you’re a beginner, small business owner who wants to learn how to edit mar…",0.286,0.172,1009
c11,Music / Jazz / Productions,UC5UbM7c9BhNBto3_zDcdr4w,RMNS Channel,ABOUT US: Hi! We are RMNS Channel where every day our music is encoded and upload at its best. Most of them are encoded with lossless sound quality. Vinyl / CDs from more than thirty years' collection.   We upload every day at 20:00 hours (GMT+7:00). Monday: Jazz Instrumental Music Tuesday: Jazz Instrumental Music Wednesday: Jazz Instrumental Music Thursday: Jazz Instrumental Music Friday: Vocal Jazz Music Saturday: Classical Music Sunday: Classical Music  INSTAGRAM: https://www.instagram.com/rm…,0.464,0.407,5
c07,Make / Matt / Money,UC0FBv8ckxw1hrZxbUm3G7hA,Rob The AI Guy,"On this channel I'll be teaching you how to use AI to increase your productivity, to make more money online and overall to improve your life. If you want to stay up to date on the latest AI news, trends or learn how to use ChatGPT better this channel is for you!  Facebook: Rob The AI Guy  Instagram: robtheaiguy",0.233,0.146,202
c02,Youtube / Pakman / Clips,UCuR8L5fK6ZXyApcL7vMcv0g,Robert Benjamin,"I created this YouTube channel to provide you with as much value as possible. I upload videos about how to grow on TikTok, Instagram Reels and YouTube on a daily basis and offer coaching at https://robertbenjaminconsulting.com/  Have Me Audit Your Account OR Mentor You: https://robertbenjaminconsulting.com/  1 on 1 Phone Call (LIMITED SPOTS): https://robertbenjaminconsulting.com/p/zoom-call1",0.235,0.163,1493
c09,Get / Podcast / Business,UCpVqUbp1Q3LPlOg4DG6F6pQ,Ronny Jordan - Topic,"Robert Laurence Albert Simpson, known professionally as Ronny Jordan was a British guitarist and part of the acid jazz movement at the end of the twentieth century. Jordan described his music as ""urban jazz"", a blend of jazz, hip-hop, and R&B.",0.168,0.049,134
c07,Make / Matt / Money,UCCLD2QUYsDuHdBkQp10Yy0w,RUHM,"RUHM is a full-service agency of artists, luxury marketers, and real-estate consultants who package and promote the world's finest luxury resorts, developments and homes.  Description: At RUHM, our creativity makes you money. It isn’t just the IMAX quality video cameras, aggressive online strategies, or even the staff of creatives and analysts. It’s our passion for doing one thing and doing it better than anyone else in the world – Luxury Marketing.  We apply high-end thinking to everything we d…",0.18,0.089,28
c02,Youtube / Pakman / Clips,UC5C-Asy_myoWCkLEtZR72SA,Rush,The official RUSH YouTube channel,0.215,0.183,84
c01,David / Elizabeth / Gravelle,UCJU1nWTl6sC_KaXgkqcnBnA,RV Pastor Kevin,,0.13,0.122,101
c08,Products / Time / Step,UCNl2ziy9FwESuahXMyfCRVA,RV Tips & Travels,"Hey there 👋 I'm Ross & behind the camera is my wife Tara.  I'm an RV owner & a registered RVTAA technician.  I created this channel to educate the RV community by showing tips & tricks, upgrades & modifications, plus repairs & maintenance we've performed on our RVs over the years.  We want to help you understand the different processes involved with owning and operating an RV, whether its a travel trailer, 5th wheel, toy hauler, motorhome or pop up camper.  We'll show you the products we love an…",0.228,0.139,136
c08,Products / Time / Step,UCy4vTBzImDfSEQejeWt-xVA,RVstreet,"RVstreet is a DIY, How-To, RV Channel and has become a fast growing, go to source on how to maintain, repair & upgrade your RV with our detailed, step-by-step videos.  We are Martin & Joanie. A married couple that decided to cash in all our chips by selling our house & all our stuff to become full time traveling nomads, living in our RV, a 2012 Winnebago Vista 35F Motorhome.  We took 18 months to make all these changes & prepare our motorhome to travel around the country. Youtube & other online …",0.267,0.131,122
c05,Business / Digital / Inquiries,UCJHAT3Uvv-g3I8H3GhHWV7w,"Ryan Hall, Y'all",Digital Meteorologist | Severe Weather Broadcaster | The Internet's Weather Man |,0.153,0.097,713
c12,Cut / Pro / Final,UCG98giOsUxIlXV0rNUhxLew,Ryan Serhant,"Entrepreneur Founder and CEO Serhant Technologies Brands: SERHANT. | SELL IT | SERHANT. Studios | S.MPLE Netflix: Owning Manhattan Investor: Blank Street Coffee, RLTY Co., LA Mad Drops, Update",0.12,0.096,465
c12,Cut / Pro / Final,UC_tusQ99Bno--GHjhb1Aa6g,RyanNangle,"Final Cut Pro X Tutorials, tips, vlogs, gear reviews and free downloads!",0.353,0.285,311
c01,David / Elizabeth / Gravelle,UCegKDBFMUSQNeWe4FAB7aig,Sade,,0.13,0.13,4
c05,Business / Digital / Inquiries,UCwjDLq70gf6j9B5ykweXJRg,Samazonkdp,Helping you build an Amazon KDP business that can replace your 9-5 and allow you to live entirely on your own terms.,0.195,0.121,130
c05,Business / Digital / Inquiries,UCx7DWIF3zT2xapezCxIzNVQ,Sandra Di,"Download my FREE Digital Product Roadmap: https://sandradi.myflodesk.com/digitalproductroadmap  Hi friend! 🖐🏻 I’m Sandra, sharing weekly tips on side hustles, selling digital products, and authentically growing your business and brand on social media. I built my digital product business and YouTube channel on the side while working full-time as an engineer, and turned it into a 6-figure business that I truly love.  Consider subscribing for actionable tips to level up your online business and dig…",0.426,0.324,112
c09,Get / Podcast / Business,UCpsHnULJAkwwckxzdmspKDw,sawyerhartman,Learn Photography | Stay Motivated Film Director / Travel Vlogger Making Content For Content Creators!  #photography #film #tutorials #howto #travel Subscribe to get my videos in your Youtube subscription box!  for all business inquires contact Business@Sawyerhartman.com  Twitter/ Instagram / TikTok @Sawyerhartman,0.203,0.028,622
c07,Make / Matt / Money,UC-2JUs_G21BrJ0efehwGkUw,Scary Pockets,"We are Scary Pockets, a funk band that releases weekly music videos and covers, in pursuit of the funk. Scary Pockets is Ryan Lerman and Jack Conte, with the help and support from a rotating roster of the best session musicians, singers and producers in the Los Angeles, California area. Make sure to subscribe and enable ALL notifications! For instant updates, check out Scary Pockets’ social media accounts below.",0.159,0.021,422
c09,Get / Podcast / Business,UCs-HqvE13SeePDZEpC__Mkw,Scott Suggs,"I’m an e-commerce business owner with over 6 years of experience and millions of dollars in sales. I’ve learned a ton during that time! So I decided to finally create this channel to help and support others who want to be successful entrepreneurs and earn an income with an online business.   You can expect content on Ecommerce, selling on Amazon FBA, selling on your own store like with Shopify, starting your own brand with private label, entrepreneurship, marketing with Facebook ads, Instagram a…",0.247,0.083,33
c13,News / Military / China,UCWTj3vCqkQIsrTGSm4kM34g,Scott's Bass Lessons,"Your hub for all things bass guitar - online bass lessons, artist interviews, gear reviews, song breakdowns, and so much more for all levels.  -----  Hey I'm Scott. I've been a professional bass player for the last 20 years and have been lucky enough to have played with some of the best musicians in the world.   On my channel I'm going to show you exactly how you can become... a bad ass bass player!  I'm going to show you what you need to know to take your bass playing to he next level and beyon…",0.155,0.012,2124
c09,Get / Podcast / Business,UCEtMRF1ywKMc4sf3EXYyDzw,ScottHermanFitness,I focus on keeping things simple.  The basics work and all you need to do is stick to them and be consistent to have your dream body and live your best life.  🏆 GET MY FREE PROGRAM NOW:  https://muscularstrength.com/guaranteed_gains_sign_up_FREE   📨 Join My MAILING LIST: https://muscularstrength.com/mailing-list,0.198,0.117,1977
c13,News / Military / China,UCRhV1rWIpm_pU19bBm_2RXw,Sean Carroll,"Theoretical physicist, writer and talker. Trying to understand how things work deep down.",0.145,0.109,553
c05,Business / Digital / Inquiries,UC6ITJIW6jgrrP5irR7WoHrw,Sean Dollwet,"No BS business and investing advice by a 28 year old millionaire. If you want to learn how I built a simple publishing business that makes multiple -six figures a year passively and travel the world, check out the free training here 👉 https://seandollwet.com/fsp  And if you're ready to watch more, make sure to subscribe to my channel here 👉 https://www.youtube.com/c/SeanDollwet?sub_confirmation=1",0.219,0.115,634
c02,Youtube / Pakman / Clips,UCxPmXKxJcDAhuYVHeFFyGTA,Sebastian Maniscalco,IT AIN'T RIGHT TOUR 2024 happening now! TOUR 2025 tickets are officially on sale now! #BOOKIE streaming now on MAX #ThePeteAndSebastianShow Tuesdays  SebastianLive.com,0.169,0.105,1445
c10,Photography / Tutorials / Nick,UCJm2TgUqtK1_NLBrjNQ1P-w,Second Thought,"Second Thought is a channel devoted to education and analysis of current events from a socialist perspective. Welcome!  SUBSCRIBE HERE: http://bit.ly/2nFsvTS  New Video Every Other Friday!  Follow Second Thought on Social Media! Twitter: https://twitter.com/_SecondThought  Help make Second Thought ad and sponsor-free! https://www.patreon.com/secondthought  Business Email: secondthoughtchannel@gmail.com  For individuals or small businesses looking for one-on-one production training, I offer hourl…",0.187,0.068,406
c07,Make / Matt / Money,UCcaKZ3y-OXjmZZGD-OL--MQ,Self Publishing Empire,"I'm Craig and I'm turning my online side hustle on Amazon KDP into a Self Publishing Empire through self publishing low, medium, and high content books online via Amazon KDP.  Join me as I turn my side hustle into a full-time online passive income stream in an aim to achieve financial freedom. I'll be completely transparent and share everything along the way from honest income reports, to money making tips, Amazon Ads strategies, advice on how to publish books,  the best publishing tools, AI sof…",0.316,0.162,215
c01,David / Elizabeth / Gravelle,UCkOTYGNYxS6jq7JT3Fk5NEQ,Self Publishing Titans,"Subscribe to my channel. :) Learn how my wife and I sold 170,000 books on Amazon KDP.",0.152,0.025,74
c01,David / Elizabeth / Gravelle,UC4B8ywA2Cz_K95w2oeWxizg,Sell on Amazon,,0.144,0.077,522
c01,David / Elizabeth / Gravelle,UCadiUi-KZoFk1K5ZDsluLcA,Sen. Adam Schiff,Husband. Father. U.S. Senator for California. Fighting for an economy that works for everyone and for our democracy.,0.132,0.103,2321
c02,Youtube / Pakman / Clips,UC5J-7sW8cVzCGyKN8ym4QsA,Serge Morgotch,"Everyone has a great story, and we want to help you tell it better through video. Tutorials on everything from filming, to editing, and even best practices for sharing your videos on different platforms. New videos uploaded every Monday morning",0.182,0.094,450
c13,News / Military / China,UCBtR7ynKM9odz-PW_7uyzDw,SevereStudios,"SevereStudios features severe weather information, news, videos, radar, GPS tracking, and live streams from storm chasers all over the world at http://www.severestudios.com",0.195,0.147,287
c14,Gardening / Garden / Show,UCN9Qw0JvYMh2HwmwSSy3n0w,Shawn Dolinski,"This Guy makes filmmaking & photography tutorials for everyday, average, regular people like you and me. So if you want to go from beginner to pro with videos that are straight to point, clear and helpful, then this is the channel for you! Enjoy!",0.176,0.052,864
c11,Music / Jazz / Productions,UCv7Bgr5Mq-dPYu-Ol4AocEA,Shinedown,Shinedown's OFFICIAL YouTube channel.   Listen/watch new music here and subscribe for official content: https://lnk.to/ShinedownSubscribe  Tour Dates: http://shinedown.com Store: http://store.shinedown.com Facebook: http://facebook.com/shinedown Twitter: http://twitter.com/shinedown Instagram: https://instagram.com/shinedown TikTok: https://www.tiktok.com/@shinedown,0.194,0.125,419
c13,News / Military / China,UCAc1soZsuAm94dgctvyGAzw,Shot by Myles,Yorkshire tea addict aiming to share knowledge on camera gear and filmmaking.  Check out the link below where I'll post limited time discounts for my courses.,0.123,0.073,19
c11,Music / Jazz / Productions,UCGn3-2LtsXHgtBIdl2Loozw,sina-drums,"I love making music, playing drums and working together with other musicians. On this channel, you will find drum covers, original collaborations with musicians from all over the world as well as original music released under the name 'Chi Might Project'.   This channel is not about being the fastest drummer on the planet but it's all about supporting one another. Music is supposed to bring people together, not divide them. I would like to thank everyone who supported this channel so far. I will…",0.328,0.22,631
c12,Cut / Pro / Final,UC50lv4EYY1N1_-B495meX8w,SketchUp,"SketchUp users are architects, designers, builders, makers and engineers. They are the people who shape the physical world. They are important, and they deserve great tools because great tools produce great work.  At SketchUp, we do our best to make great tools for drawing. For our users, drawing is thinking. They draw to explore ideas, to figure things out, to show other people what they mean. They draw because they love it, and because nothing great was ever built that didn't start with a grea…",0.183,0.1,2219
c08,Products / Time / Step,UCwSozl89jl2zUDzQ4jGJD3g,Skill Leap AI,"👇 Stay on the cutting edge of AI!  I share the latest AI tools, models, and tips with easy tutorials and reviews.  🎓 Learn AI step by step with Skill Leap by Futurepedia—our full library of AI courses. 👉 Start your 7-day free trial: https://bit.ly/skill-leap  Subscribe to keep up with the AI revolution!  For sponsorships: contact@skillleap.ai",0.213,0.155,296
c08,Products / Time / Step,UCif4ZSCR6TQ9NgliluF6Ksw,SL Epoxy Floor Paint,,0.151,0.136,150
c07,Make / Matt / Money,UCUol4EQWxfmxKUCiKjHxUjA,Smart Money Tactics,"Hi There! My name is Alen and welcome to my channel Smart Money Tactics!  On this channel, I posted videos on affiliate marketing strategies, YouTube and other ways you can make money online.    I will bring you as many ideas as possible for you to be able to make money from home other than a 9 to 5 job and become financially free. I will bring you content from all over the world that you can use. I am extremely passionate about helping people so hopefully I can make a difference in your life. I…",0.392,0.181,29
c01,David / Elizabeth / Gravelle,UCo1t7ajBc5r44Ejxnod-h7Q,Snarky Puppy,,0.13,0.119,11
c11,Music / Jazz / Productions,UCE-xQTbJXX0wBi_cbA7-XAw,Sons of Legion,"Sons of Legion is a powerhouse blend of rock, soul, and blues, delivering raw energy and heartfelt grit with every performance. Known for their signature mix of rugged southern rock style and refined class.  With standout tracks like ""Brand New Day,"" ""Power,"" and ""Firestarter,"" Sons of Legion has been featured on Amazon, ESPN, Dodge Ram commercials, Netflix, and NBC. Their music resonates with fans who appreciate authentic storytelling and powerful soundscapes.  Driven by passion and a relentles…",0.196,0.119,285
c14,Gardening / Garden / Show,UC00LJoYxVb0T8e5miMBl0EQ,Southwestern Health Resources,"Southwestern Health Resources (SWHR) is a national leader in population-based healthcare. Combining the strengths of UT Southwestern Medical Center and Texas Health Resources, we are an integrated, patient-centered network of academic and community physicians, researchers, hospitals and ambulatory facilities that provides the right care at the right place at the right time. We partner with physicians to create a new model of value-based, high-quality, data-driven patient care for everyone in the…",0.144,0.07,14
c07,Make / Matt / Money,UC_lGMZMTN7Oh9DRKV2eaMtg,SPACE DESIGN WAREHOUSE,"For Business/Sponsorship inquiries - Email me spacedesignwarehouse@gmail.com  Apple Computer Reviews, tech reviews, home networking and some DIY and upgrades/installs.. Also physics and occasional experiments and a bit of edutainment for interesting historical general concepts.  I closely follow the LiDAR sector and specifically a company called Microvision.    My name is Nicholas Johnson.     My formal education is in mechanical engineering and math - but I am a photographer @nicholas_james_joh…",0.238,0.102,247
c13,News / Military / China,UCU-dblTpSJE0KkvHnj323LA,Space SPAN (Space Policy and News),Space policy and politics.  Visit our blog at www.spaceksc.com.,0.234,0.145,893
c01,David / Elizabeth / Gravelle,UCTiL1q9YbrVam5nP2xzFTWQ,SpaceWeatherNews (S0),"Astrophysics, Geophysics, and Space Weather.",0.134,0.089,6349
c06,History / World / Every,UCMV3aTOwUtG5vwfH9_rzb2w,Spark,"Welcome to Spark, the home of science, tech, engineering and more. We will be uploading award-winning documentaries and mind blowing shows every week from the best producers on the planet.   Subscribe so you don't miss out.  Sign up for History Hit and unlock hundreds of hours of original documentaries, with new releases every week and ad-free podcasts. Join world-renowned historians like Dan Snow, Suzannah Lipscomb, Matt Lewis, and more as they bring history to life. Start your journey today - …",0.417,0.312,1003
c11,Music / Jazz / Productions,UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,"The Spinnin’ Records YouTube channel is the home for all music videos of the world’s leading dance record label!  We feature the latest music videos by Spinnin’ artists like Afrojack, KSHMR, Ummet Ozcan, Blasterjaxx, Timmy Trumpet, Tujamo, Alok, Mike Williams, Lucas & Steve and many, many more! Expect daily uploads of official music videos, lyric videos and official audio across genres like dance, house, electro house, future house, deep house, big room and trap.  Make sure to subscribe to Spinn…",0.253,0.191,13073
c09,Get / Podcast / Business,UCLihM2pKzsuimSfMmlDB5EQ,StartupBros,We help new entrepreneurs build their first profitable business online,0.172,0.052,75
c11,Music / Jazz / Productions,UClKIjbgtWGzHtXhBDS_I0pg,State Azure,Electronic music producer and composer from the UK.,0.246,0.233,597
c01,David / Elizabeth / Gravelle,UCN3d4-i8WLD7LP-9JgADIBg,Sterling Patrick Fuentes,,0.13,0.13,190
c09,Get / Podcast / Business,UC-9mlH6az1Q_XUP3fw1N4Fg,Steven Wilson,THE OVERVIEW - OUT NOW Get tickets to The Overview Tour 2025,0.151,0.12,262
c08,Products / Time / Step,UC9tnwOsaA7T29VuUCuXvr7g,Stewart and Alina,"As a husband and wife team, we have spent the last 10 years creating every kind of video and photo content you can think of - from music videos to corporate promos to wedding films to YouTube videos! Let us show you how to get the very best results from your gear and how to edit your content for your audience.   Like you, we don't have access to top-tier, $100k Hollywood kit, so we learnt to stop making excuses and do more with less! Having been through this journey ourselves, we can confidently…",0.243,0.113,197
c02,Youtube / Pakman / Clips,UCjyDzADaZy1WFUWqFmfcHJg,StreamGeeks,"Welcome to the StreamGeeks YouTube Channel. Home for our live streams, video recordings, podcasts and other streaming media! Sign up for live show notifications here - https://streamgeeks.us/sign-up-for-live-show-notifications/  📝 StreamGeeks Newsletter Sign Up: StreamGeeks.us/newsletter",0.24,0.194,686
c11,Music / Jazz / Productions,UCUFoQUaVRt3MVFxqwPUMLCQ,StudioBinder,"StudioBinder is a production management solution that helps video and photo productions create call sheets, shot lists, shooting schedules, breakdowns, storyboards, moodboards and more.",0.118,0.088,607
c09,Get / Podcast / Business,UCj1VqrHhDte54oLgPG4xpuQ,Stuff Made Here,"I've been building things for as long as I can remember. It all started when my dad exposed me to plastic model building and soldering when I was around 4 years old. That set me on a path to building increasingly complex things and becoming an engineer. My goal is to do the same for as many people as possible by exposing them to the joy of engineering, fabricating and creating things out of nothing. If I'm lucky a few people may become engineers, which would be great for the world. Engineering i…",0.191,0.078,38
c05,Business / Digital / Inquiries,UCFhMWAVkp-3T2YnwdwH0TXQ,SVS,"SVS is a Youngstown, Ohio-based home audio brand built on engineering excellence and a passion for uncompromising sound quality, Our subwoofers, speakers and accessories refute the notion that high performance audio needs to be outrageously expensive.   Our Youtube channel Includes product videos, advice on home theater/audio system set-up, behind-the-scenes action and general audio fun.  SVS. Join the Sound R|Evolution. www.svsound.com.",0.162,0.091,245
c07,Make / Matt / Money,UCSDNfhsWyNOz8foxx5p8unQ,Sweet Project Cars,"Sweet Project Cars Uploads 2 videos per week for the DIY type person. We share money-saving tips and tricks about cars and trucks. Tips that will not only save you money but keep your ride looking sweet all year long. We love helping as many people as we can. We have been working on vehicles for almost 40 years. Also As an Amazon Associate, we earn from Qualifying Purchases.  If you could Donate to our channel we would appreciate it    https://www.paypal.me/YourSweetProjectCars",0.23,0.135,792
c05,Business / Digital / Inquiries,UCN-JravNOcJu1KBAeuecQ0Q,Tal Wilkenfeld,"Tal Wilkenfeld’s album 'Love Remains,’ which debuted at number 1 on the Billboard Heatseekers chart is a testament to the celebrated bassist’s unconventional journey, revealing a new side of Tal as a “formidable singer-songwriter” (Rolling Stone). 'Love Remains' “documents [Tal’s] facility as a songwriter and a rich, expressive singer whose voice brings a fluid kind of cohesion” (Billboard), & critics say the album is “outstanding by all accounts” (Paste).  With few models of an instrumentalist …",0.137,0.089,25
c10,Photography / Tutorials / Nick,UCT5C7yaO3RVuOgwP8JVAujQ,Taskmaster,"Well done! You've found the #Taskmaster YouTube channel for full eps, exclusives, best bits, interviews and more!  New episodes Thursdays at 9pm on Channel 4 in the UK and here on YouTube the day after at 9pm GMT/BST in North America.   Watch Taskmaster episodes from around the globe, as well as exclusive content, outtakes, compilations and everything in between.   You can also watch episode ad-free on our streaming service, Taskmaster SuperMax+.  Emmy Award nominated, and BAFTA, National Comedy…",0.167,0.101,1508
c07,Make / Matt / Money,UCAVglge_6d2KfnNK3Ar_gag,Taylor Brown,"Welcome to my channel! I share Photo & Video tips. Currently based in the DMV area, USA & from Houston TX",0.153,0.095,145
c01,David / Elizabeth / Gravelle,UCVXr-MS0WcLk5m8D0iVkZ3A,Tazzie Tazzie,,0.13,0.13,1
c06,History / World / Every,UCyH3IAelkUFM0u6Iacx22lA,Tears For Fears,"Tears for Fears were always more ambitious than the average synth pop group. From the beginning, the duo of Roland Orzabal and Curt Smith were tackling big subjects -- their very name derived from Arthur Janov's primal scream therapy, and his theories were evident throughout their debut, The Hurting. Driven by catchy, infectious synth pop, The Hurting became a big hit in their native England, setting the stage for international stardom with their second album, 1985's Songs From the Big Chair.   …",0.189,0.142,57
c01,David / Elizabeth / Gravelle,UCdngmbVKX1Tgre699-XLlUA,TechWorld with Nana,"Helping millions of engineers to advance their careers with DevOps & Cloud education 💙  I create new videos every month, topics include mainly DevOps and Cloud tutorials. Subscribe and activate bell notification so you don't miss new videos :)  I'm a Docker Captain, AWS Container Hero 🤓  💪  ►  https://www.techworld-with-nana.com/  Some topics covered:  - Docker  - Kubernetes  - CI/CD - GitLab CI, GitHub Actions, Jenkins  - Python  - Ansible  - Prometheus Monitoring  - Terraform  - YAML  - & more…",0.156,0.109,139
c01,David / Elizabeth / Gravelle,UC6ckWeFOnxq5JNGdB5_QKcg,Ted the Butcher TV,,0.13,0.086,18
c05,Business / Digital / Inquiries,UCqP533PjxjSyExyasIe8cNw,TekMatix,Tekmatix is your all-in-one CRM and business platform: https://www.tekmatix.com/  The Tekmatix channel shares demos and tutorial videos on how to utilise Tekmatix to its full advantage.,0.142,0.11,238
c02,Youtube / Pakman / Clips,UCaHkDyvWVXXAGyG2lURMaYg,Tennessee Brando,"The YouTube Channel for Social Commentator, Singer Songwriter and Meidas Touch Contributor “Tennessee Brando!”",0.192,0.171,2706
c11,Music / Jazz / Productions,UC0p-6V0WzrDWfwUQlyKpv6w,Texas Academy of Family Physicians,,0.097,0.068,61
c01,David / Elizabeth / Gravelle,UCFlXQdhS9koeFIxUagXhb4g,thatbassvoice®,"I’m Eric Hollaway - better known as thatbassvoice.  My voice drops low, hits deep, and doesn’t play by the rules. On this channel, you’ll find cinematic jazz, reimagined covers, and original songs that live somewhere between soul, story, and silence.  Whether it's a Disney-style version of The Rains of Castamere or a haunting take on Come Away With Me, everything here is built to stop the scroll and hit you in the chest.  No gimmicks. No autopilot. Just music that moves you.  Subscribe if you’re…",0.143,0.041,439
c12,Cut / Pro / Final,UCHhYXsLBEVVnbvsq57n1MTQ,The AI Advantage,Build Your AI Toolkit: Practical Tutorials & Weekly Updates You'll Actually Use,0.169,0.1,611
c13,News / Military / China,UCKelCK4ZaO6HeEI1KQjqzWA,The AI Daily Brief: Artificial Intelligence News,"Daily videos that help you understand the most important news and discussions in AI.   Listen to the AI Daily Brief as a podcast here: https://pod.link/1680633614 Subscribe to the newsletter: https://aidailybrief.beehiiv.com/  Learn AI with fun, fast, useful tutorials at https://besuper.ai/",0.277,0.181,1172
c06,History / World / Every,UCz0zSuukBglV2YwG3_7uKRg,The Apple Circle,Dedicated to covering everything Apple. Come take a bite with us. Part of JFL Network.  Please email info@theapplecircle.com,0.206,0.143,374
c06,History / World / Every,UC6n8I1UDTKP1IWjQMg6_TwA,The B1M,"We love construction and we want the whole world to love it too!   Hosted by Fred Mills, The B1M is the world’s largest, most subscribed-to (and best) video channel for construction. We bring you new videos on Wednesdays at 3pm UK // 10am Eastern.  Our mission is to fundamentally change the perception of construction on planet Earth, attracting more people to work in this incredible industry.",0.216,0.152,767
c04,Accounting / Healthy / Cpa,UCx5KB2QDUDH-o8PFnF3yJCQ,The Basic Filmmaker,"The Basic Filmmaker helps people create better videos for YouTube, focusing on audio and sound, video editing, and providing advice that anyone can understand, without all the technical jargon.  He is a Filmmaker, Educator, Author, YouTuber, and No B.S. Guy. He also owns and runs Basic Filmmaker University, training thousands on the basics of YouTube.  He loves coffee, hamburgers, and saying Blah Blah Blah :)  All socials are here: https://geni.us/BasicFilmmakerSocials  Thanks for stopping by!  …",0.32,0.218,778
c09,Get / Podcast / Business,UC0r6S4hmYdRcDnw7zey7Myg,The Bearded Butchers,"The Bearded Butchers have crafted their enterprise on a strong foundation of three pillars, each one integral to the success and ethos of their business.  The first pillar is their authentic butcher shop, Whitefeather Meats located in Creston Ohio, where the brothers invest countless hours meticulously butchering premium meat cuts for their loyal retail customers.   The second pillar is their direct-to-consumer e-commerce venture, proudly hosted on this Youtube Channel. With their own warehouse …",0.173,0.108,1656
c13,News / Military / China,UCG4Hp1KbGw4e02N7FpPXDgQ,The Bulwark,"The Bulwark was founded to provide analysis and reporting in defense of America’s liberal democracy.  That’s it. That’s the mission.  On this page you will find news analysis, political hot takes, interviews with experts, and in-depth long-form discussions on the issues that matter from our team. Featuring: Sarah Longwell, Tim Miller, Bill Kristol, Jonathan V. Last, Sam Stein, Mona Charen and George Conway.  No both sidesism. No BS. Just giving you the unvarnished truth as we see it - right into…",0.218,0.161,7380
c14,Gardening / Garden / Show,UCuvjQYKukKjVyhSVxQibgOw,The Calum Johnson Show,"Curious questions from a curious mind with the most remarkable people on the planet.  Hit the subscribe button and join our movement of living happier, healthier and wealthier lives.",0.188,0.125,421
c08,Products / Time / Step,UCry6nxAo2tfVyO6lEboiU3w,The Carol Burnett Show Official,"Cited as one of the best TV shows of all time by TV Guide, Entertainment Weekly, TIME, Rolling Stone, and others, “The Carol Burnett Show” is among the originators of the sketch comedy format. All 11 seasons of one of the most acclaimed and influential TV series of all-time, and the winner of 25 Emmy® Awards, “The Carol Burnett Show,” is available for viewing on Shout-TV.com; Shout! Factory TV’s Roku, Amazon Fire, Apple TV, and Android apps; and the following digital streaming platforms: Twitch,…",0.226,0.108,949
c09,Get / Podcast / Business,UCGB-czkAt6nLd3UrQ1eD0uw,The Chris Cuomo Project,"The Chris Cuomo Project is the official podcast of award-winning veteran broadcast journalist Chris Cuomo. Chris’ independent voice provides listeners with an up-close view of politics, global affairs, and American culture from a vantage point uniquely shaped by decades of insider experience.   Every Tuesday, Chris presents his signature take on today’s pressing current events — and explores how these stories are being covered by all sides of the media — through in-depth interviews with newsmake…",0.223,0.13,551
c14,Gardening / Garden / Show,UCwWhs_6x42TyRM4Wstoq8HA,The Daily Show,"Jon Stewart and The Best F**king News Team host The Daily Show, an Emmy and Peabody Award-winning program analyzing the biggest stories in news, politics, and culture through a sharp, satirical lens.  The Daily Show airs weeknights at 11/10c on Comedy Central and is available to stream the next day on Paramount+",0.186,0.024,7819
c13,News / Military / China,UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,"64% of our viewers don't realise they don't subscribe, please double check, thank you!!",0.164,0.125,516
c14,Gardening / Garden / Show,UC9V_-gqJsZNOy4v_HqbRz3w,The Gardening Channel With James Prigioni,"Gardening is my passion, and growing Food Forests is my specialty. I go beyond organic gardening and work with nature rather then against it. Gardening doesn't have to be hard, and you don't have to be a servant to the garden. I can help you too create a gardening system that works with you and for you rather then you working for it. I use No pesticides, No herbicides. No fungicides, No growth hormones, No antibiotics, and No fertilizers. I allow nature to be the teacher and mimic the natural fo…",0.472,0.391,707
c11,Music / Jazz / Productions,UCB81DRhPwVoUQcVNp3dBIXQ,The Graystones,"We're The Graystones and we love music. We hope to share our journey as we improve as musicians, performers and song writers.   My name is Grayson and I started the band with my best friend, Max (bass player) when we were 10. We LOVE 70s and 80s music but we also do more current songs. We love lots of different styles of music :)  We go to school, do sports, climb trees and run around. But music is what we're most passionate about and we work really hard and spend a lot of time every week learni…",0.39,0.266,39
c13,News / Military / China,UC7Q4rvzJDbHeBHYk5rnvZeA,The Humanist Report,The Humanist Report is a video + audio podcast. This channel disseminates sociopolitical and religious news stories that is supplemented with progressive commentary.,0.197,0.155,6159
c02,Youtube / Pakman / Clips,UCJ0uqCI0Vqr2Rrt1HseGirg,The Late Late Show with James Corden,This is the official YouTube channel for The Late Late Show with James Corden on CBS.,0.224,0.139,5788
c03,Com / Www / Facebook,UCMtFAi84ehTSYSE9XoHefig,The Late Show with Stephen Colbert,"Welcome to the official YouTube channel for ""The Late Show with Stephen Colbert""! Weeknights at 11:35pm/10:35c.  Stream on Paramount+. www.paramountplus.com/lateshow",0.262,0.125,12322
